demand_node_index,truck_node_index,distance,scaled_demand
demand45,truck8,386.4932742086233,0
demand45,truck9,458.26818542172606,0
demand45,truck11,579.6983696891702,0
demand45,truck12,482.16297697346806,0
demand45,truck14,305.46354889802586,0
demand45,truck15,381.61743586282853,0
demand45,truck16,398.8474753439816,0
demand45,truck18,455.59518927162713,0
demand45,truck19,522.2390492542156,0
demand45,truck22,504.61327538674504,0
demand45,truck23,249.41532939117369,4
demand45,truck26,174.88863571037103,9
demand45,truck27,211.15394860710163,7
demand45,truck33,416.6238683780903,0
demand45,truck37,209.9991165815767,7
demand45,truck38,113.81560670338476,14
demand45,truck40,105.04832711702946,15
demand45,truck42,282.7329096753219,1
demand45,truck43,308.3208645558392,0
demand45,truck45,381.1533416713353,0
demand45,truck54,384.8925764262477,0
demand45,truck44,391.83872842792545,0
demand45,truck56,497.3113360465742,0
demand51,truck3,239.2762210446532,17
demand51,truck6,418.9182510611221,0
demand51,truck8,331.53922202947933,0
demand51,truck9,254.80317522827193,12
demand51,truck11,192.2006547013847,30
demand51,truck12,291.4455726772676,2
demand51,truck14,277.6091213892979,6
demand51,truck15,204.92337981420948,26
demand51,truck16,119.73440370193367,50
demand51,truck18,65.89585057390434,55
demand51,truck19,132.53971055649282,46
demand51,truck22,117.11556039895956,50
demand51,truck23,310.64313611389906,0
demand51,truck26,346.7590913664289,0
demand51,truck27,321.49342875057107,0
demand51,truck33,306.98044480755004,0
demand51,truck37,379.09960921305367,0
demand51,truck38,411.56354646552575,0
demand51,truck40,491.6565490041375,0
demand51,truck42,383.22098099610696,0
demand51,truck43,408.8089358766243,0
demand51,truck45,397.7416186310828,0
demand51,truck54,160.67592948802363,38
demand51,truck44,193.83093956712787,29
demand51,truck56,222.50498264837424,21
demand52,truck3,244.41957060867995,4
demand52,truck6,190.1741105647283,8
demand52,truck8,102.79508153308551,15
demand52,truck9,68.32161216761105,15
demand52,truck11,206.71074120576355,7
demand52,truck12,104.96400961660672,15
demand52,truck14,175.6802401758857,9
demand52,truck15,146.717616758321,11
demand52,truck16,226.79753161884724,5
demand52,truck18,282.6416174819842,1
demand52,truck19,349.2854774645727,0
demand52,truck22,206.49920128310364,7
demand52,truck23,236.11260145922952,5
demand52,truck26,308.5644549391053,0
demand52,truck27,344.82976783583587,0
demand52,truck33,489.2200803221127,0
demand52,truck37,469.1743993708132,0
demand52,truck38,373.36891003820216,0
demand52,truck40,453.461912576814,0
demand52,truck42,524.2066962100995,0
demand52,truck43,549.7946510906169,0
demand52,truck45,538.7273338450753,0
demand52,truck54,301.6616447020161,0
demand52,truck44,334.81665478112035,0
demand52,truck56,439.2507495564541,0
demand53,truck3,201.92821564731264,7
demand53,truck6,246.13422474102813,4
demand53,truck8,158.75519570938536,11
demand53,truck9,82.01914890817794,15
demand53,truck11,154.85264930404415,11
demand53,truck12,118.66154635717362,14
demand53,truck14,231.64035435218554,5
demand53,truck15,160.4151534988879,10
demand53,truck16,240.49506835941418,4
demand53,truck18,230.46136089454723,5
demand53,truck19,297.1052208771357,0
demand53,truck22,154.31894469566666,11
demand53,truck23,292.0727156355294,1
demand53,truck26,364.5245691154052,0
demand53,truck27,358.8165216523241,0
demand53,truck33,471.545955128193,0
demand53,truck37,483.16115318730147,0
demand53,truck38,429.32902421450206,0
demand53,truck40,509.4220267531138,0
demand53,truck42,537.9042329506664,0
demand53,truck43,563.4921878311837,0
demand53,truck45,552.4248705856422,0
demand53,truck54,315.359181442583,0
demand53,truck44,348.5141915216873,0
demand53,truck56,387.07049296901715,0
